venueId,time,tip
4ac518d3f964a5204fa720e3,1383691876,There's an atmospheric candlelit late opening (<text>until 9pm) on the first Tuesday of every month</text>. Books say to arrive early so there's always a long queue from <text>6pm</text>... BUT  no queue at all from 8ish!
4ac518d3f964a5204fa720e3,1341084563,"<text>18 December</text>: When Soane eventually died, he had collected so much he arranged for an Act of Parliament to allow him to bequeath it to the nation, and it remains to this day."
4ac518d3f964a52078a720e3,1309274667,The Imperial War Museum covers all aspects of 20th and 21st century conflict involving Britain and the Commonwealth. Get hands on at Open <text>Weekend</text> on <text>22-24 July 2011</text>.
4ac518d3f964a52078a720e3,1288104730,We've got a <text>10 minute</text> documentary on the Charge of the Light Brigade that you can listen to while you are here. Click on this tip to get the link
4ac518d3f964a52078a720e3,1382189893,No point going until <text>June 2014</text> when they reopen the main hall with the planes.
4ac518d3f964a52078a720e3,1375315535,"Saw some leaflets about uncovering the deadly world of spies at the museum. I may check it out on my spare time from <text>July 29th, 2013</text>."
4ac518d3f964a52078a720e3,1398850035,"Careful, it's closed until <text>19th July (2014</text>)!"
4ac518d3f964a52078a720e3,1388850938,Horrible Histories exhibition Spies is excellent interactive fun for kids about spies during WWII. resumes <text>july 2014</text>
4ac518d3f964a52078a720e3,1382876934,"In remodelation until <text>summer 2014</text>. Its a confusion now, with noise from the works. No worth, wait a few months and come again"
4ac518d3f964a52078a720e3,1375786353,Much of the museum closed for renovations <text>until 2014</text>
4ac518d3f964a52078a720e3,1352217735,"A must-see for History fans, and a great visit for the rest. Unfortunately, the trenches reconstruction exhibit is closed <text>until 2014</text> or <text>2015</text>, but the Holocaust exhibit is open and amazing."
4ac518d3f964a52078a720e3,1314140348,Good for a rainy <text>afternoon</text>.
4ac518d3f964a52078a720e3,1289770647,"very impressive museum with displays from WW1 to WW2, cold war, post cold war. If you have strong nerves visit Holocaust exhibition in 4th floor as well. Museum closes <text>at 18oo h</text> - entranve free."
4ac518d3f964a52054a720e3,1374519613,"Opens <text>at 9.30</text> but be there <text>by 9.15</text> at latest, buy tickets in shop then have to join another que to enter so if theres 2 of u - 1stay and que. Small but loads to see"
4ac518d3f964a52054a720e3,1367513035,Tickets cost ?8/adult (no student discounts). You have to buy them in the shop. The queue was for <text>about 30 minutes</text>.. The visit is for <text>about 5-10 minutes</text>...
4ac518d3f964a52054a720e3,1329583001,Really not worth <text>30 mins</text> queuing in pouring rain! Disappointing!
4ac518d2f964a52045a720e3,1338283465,"<text>9 November</text>: Watch Fijian fish at the Aquarium. Visitors are offered the chance to immerse themselves in the underwater worlds of tropical Fijian coral reefs, British pond life, a mangrove swamp etc."
4ac518d2f964a52045a720e3,1323069167,Perfect place for the kids on a wet <text>weekend</text>. The aquarium and hands-on music room (adjacent to the instrument collection) are favourites.
4ac518d3f964a52076a720e3,1324064086,"The Tate boat, decorated by coloured spots inspired by Damien Hirst, travels <text>every 40 minutes</text> from Tate Modern - the world's most visited art gallery in its renovated power station - to Tate Britain."
4ac518d3f964a52076a720e3,1332848114,"Tate Modern does <text>weekend</text> after-hours gallery-going extremely well, opening <text>till 10pm on Fridays</text> and <text>Saturdays</text> ."
4ac518d3f964a52076a720e3,1272384962,<text>Late nights on Friday</text> would be a nice way to wind down <text>the week</text> . And it's free entry.
4ac518d3f964a52076a720e3,1328896461,The Infinity Room is a must see when visiting Yayoi Kusama's highly anticipated retrospective of her art work at Tate Modern (<text>from 9th February ?5th June 2012</text>)
4ac518d3f964a52076a720e3,1364912045,You can enter Tate Modern for free except for major exhibitions or events. Tote Modern open <text>from 10:00am until 6:00pm</text> . on  <text>week days</text>
4ac518d3f964a52076a720e3,1319292136,The Herzog & de Meuron recycled building always has  exciting temporary exhibitions. It is also a good idea to visit the other Tate museums. <text>Tuesdays</text> closed. +44(0)2078878888www.tate.org.uk/modern/.
4ac518d3f964a52076a720e3,1271440701,Try and go on a <text>Friday</text> or <text>Saturday</text> when Tate doesn't close <text>till 10pm</text>. You won't feel rushed when trying to cover every exhibit in the massive building. Great views of the Thames as well!
4ac518d3f964a52076a720e3,1368451776,"if you prefer it quiet, go first thing, <text>10am</text> - plenty of free art to enjoy"
4ac518d3f964a52076a720e3,1319679000,"The collection is world-renowned, and the space is fittingly cool. After, consider the Tate Boat that runs <text>every 40 min</text> during gallery opening hours between Tate Britain & Tate Modern (Adult: GBP 5)."
4ac518d3f964a52076a720e3,1379415532,Turbine Hall is closed to the public <text>until 2014</text>.
4ac518d3f964a52076a720e3,1373977927,turbine hall is closed for renovations <text>till 2014</text>. still totally worth the visit.
4ac518d3f964a52076a720e3,1372786084,Play a game of Spot the Picasso's... Current record is 22 in <text>1h 30m</text>.
4b1699f8f964a520c5ba23e3,1363280895,"Amazing collection (I loved the stones!), animated dinosaur, on <text>Wednesday</text> open <text>till 21</text>, free entrance for people under 19 (with document), lovely museum shop accessible from outside without a ticket."
4b1699f8f964a520c5ba23e3,1372776133,<text>tuesday</text> is closed
4adcda10f964a520af3521e3,1301326505,"In Jean-luc Godard's BAND OF OUTSIDERS, our restless trio sprint the expanse of the museum in just <text>9 min. 43 sec</text>., breaking the record held by Jimmy Johnson of San Francisco."
4adcda10f964a520af3521e3,1308583130,"All national museums are FREE <text>the first Sunday of each month</text> - Daniel, Argentina"
4adcda10f964a520af3521e3,1276008862,You wouldn't have enought time to see all the museum so do it in <text>2 days</text> =)
4adcda10f964a520af3521e3,1398526409,Go to Forum des Halles (<text>10 min</text> walk). Buy tickets in the Fnac shop and be back <text>25 mins</text> later instead of waiting in line for over an hour.
4adcda10f964a520af3521e3,1362336340,"To avoid queues, don't go on <text>weekends</text> and go early (around <text>9am</text>). And don't forget to start at the Monalisa. <text>From 11am to 4pm</text> it will be too crowded around her."
4adcda10f964a520af3521e3,1309376456,<text>The first Sunday of the month</text> is free. Arrive early.
4adcda10f964a520af3521e3,1394614898,On some days they randomly open the museum <text>at 10.15</text> because of some internal meetings. They all of the sudden run around in the lines with prepared signs to let you know. So... be aware of that.
4adcda10f964a520af3521e3,1333895195,Go early! The line <text>about 11:30 am</text> . was over a block long!
49f62947f964a520146c1fe3,1240869253,"Attend the Meet the Animals presentation on <text>Saturdays at 11:15am</text>, Pet a snake, feed a turtle, and feel a rabbit's soft coat.  Check out the owls, ravens, and hawks!"
49f62947f964a520146c1fe3,1334604288,The San Francisco Amateur Astronomers hold their <text>monthly</text> lectures here - free and open to the public.
49f62947f964a520146c1fe3,1270919532,Classes <text>at 10:15</text> & <text>11:30 on Saturday</text> .
4ab52af0f964a520f27220e3,1271179313,"Opened on <text>October 1, 2009</text>, the museum features the life and legacy of Walt Disney. The museum retrofitted and expanded three existing historic buildings on the Presidio? Main Post."
4ab52af0f964a520f27220e3,1361236620,You are NOW allow to take pictures inside the museum as of <text>2/15/2013</text>. No flash!
4ab52af0f964a520f27220e3,1328316725,Reserve the <text>WHOLE day</text> if you want to read and see everything!
4ab52af0f964a520f27220e3,1325454513,"If you are a Disney fan, plan on a minimum of  <text>3hrs</text> to tour the museum!"
4ab52af0f964a520f27220e3,1291613088,Awesome museum about Walt Disney.  Expect lots of reading for <text>3-4 hours</text>!  Now the Wiki entry about Walt Disney doesn't do him justice. :)
4ab52af0f964a520f27220e3,1379144075,This place blew me away! I was prepared to skim through but everything was interesting! I ended up staying <text>5 hrs</text>. The attention to detail Disney puts in its parks is just as prevalent here.
4ab52af0f964a520f27220e3,1375057244,Check for $3 off coupon on WaltDisney.org. Also need <text>at least 5 Hours</text> to see all of museum.
4ab52af0f964a520f27220e3,1369114045,"I didn't know about this place. It's wonderful, I left the museum very inspired."
4ab52af0f964a520f27220e3,1364108051,Parking is free on the <text>weekends</text>.
4ab52af0f964a520f27220e3,1404255027,"Spend <text>tonight</text> with Dinosaurs, technology & Walt Disney at the Walt Disney Family Museum for a special screening celebrating the 50th anniversary of the 1964 New York World? Fair. <text>Wed, 7/2, 4pm</text> , $7."
4ab52af0f964a520f27220e3,1387852347,Absolutely ah may zing. We were there for <text>2 hrs</text> but wish we cudve stayed longer! A must-see for Disney fans
4ab52af0f964a520f27220e3,1381118703,Exceeded my expectations! Spent <text>3 hours</text> here and read <1/2 the content. Wonderful museum for fans of the genius of Disney.
4ab52af0f964a520f27220e3,1371873710,Plan for <text>at least 4 hours</text> here. It's that interesting + full of info. Kids will love it but if you really want to understand the life of Walt Disney then get a sitter.
44d344bef964a52041361fe3,1367726624,"The organ recitals on <text>Sat/Sun</text> <text>4pm</text> are great. Organists play everything from classical, My Fair Lady tunes to the soundtrack from Charlie Chaplin's Modern Times."
44d344bef964a52041361fe3,1366235507,"A tiny gem of a museum with a fantastic selection of furniture, medieval & romantic paintings. Bike out on a <text>Saturday morning</text>, and walk around the coast trail afterwards. Good temporary exhibits, too."
44d344bef964a52041361fe3,1333927075,Free organ show <text>every Sunday at 4</text>
44d344bef964a52041361fe3,1332717479,Attend the rumbling <text>4 pm Sunday</text> organ recitals
44d344bef964a52041361fe3,1268702121,"On <text>Saturday</text> & <text>Sunday</text>, admission is free at <text>4:30pm - 5:00pm.</text> Come listen to the pipe organ played by a master. The sweet spot is inside in the middle of the rotunda between the entry & the keyboard."
4698e043f964a520f0481fe3,1360204784,Pos broke down... <text>30 mins</text> so far
49cc413df964a5205a591fe3,1277926492,"Head on over on <text>the first Wednesday of the month</text>: admission is FREE! Get here early to avoid the long, long lines!Powered by ParentsConnect.com"
49cc413df964a5205a591fe3,1236973709,"The Planetarium! Go early on a<text>weekday</text>. Don't go on a school holiday. When you arrive, go directly to the Planetarium and get your pass for the show."
49cc413df964a5205a591fe3,1237590381,"Nightlife! <text>Every Thursday night</text>: DJs, geeky lectures, and drinks... oh my! Where else can you get drunk and learn at the same time? ($10)"
49cc413df964a5205a591fe3,1263169542,It's all about the leafy seadragons (seahorses that look like plants)... And peguins!!
49cc413df964a5205a591fe3,1259189867,<text>The third Thursday of every month</text> is a realtime tour of the universe in the planetarium at Nightlife.
49cc413df964a5205a591fe3,1239500960,<text>Thursday nights</text>. no kids. drinks
49cc413df964a5205a591fe3,1244327168,"Entry is $25, but if you buy a $100 membership, you get entry-for-two for <text>a year</text>, so if you go twice in <text>twelve months</text> (and you can't take it all in in <text>one day</text> ), you're even!"
49cc413df964a5205a591fe3,1237485444,<text>Thursday night</text> cocktails and jelly fish!
49cc413df964a5205a591fe3,1380631477,?????????? ???? ?? ????????????. Free at the <text>sunday</text>,)
49cc413df964a5205a591fe3,1311638839,<text>10:30am</text> is Penguin feeding time! Get there early
49cc413df964a5205a591fe3,1274601269,Watch the penguin feeding <text>at 10:30 am</text> and <text>3:30 pm</text> <text>every day</text> in the African Hall!
49cc413df964a5205a591fe3,1272581106,"Best time to go is <text>the late afternoon</text> <text>about two hours</text> before closing.  The birds and butterflies in the rainforest are usually going crazy at that time, and no lines!!"
49cc413df964a5205a591fe3,1299342905,"Experience a little Hawaii at the Academy <text>March 5, 6, 12 & 13</text>. Special activities, live music, and much more. http://calacademy.org/hawaii"
49cc413df964a5205a591fe3,1288841832,Take a trip to Hawaii during the <text>Nov. 4 </text> NightLife!
49cc413df964a5205a591fe3,1279759164,<text>Thursday Night</text> Mixer
49cc413df964a5205a591fe3,1271700285,Watch the penguin feeding <text>at 10:30</text> & <text>3:30</text>
49cc413df964a5205a591fe3,1237755843,"Universe Update, a special show about current space events! Go to nightlife on <text>the 3rd Thu of the month</text>, immediately go to the planetarium and grab a pass for the <text>7/8:30</text> time slot."
49cc413df964a5205a591fe3,1404946219,"The California Academy of Sciences will be having live performances <text>tonight</text>. Enjoy pop & rock music? Check out Kacey Johansing in the East Garden. <text>Thur, 7/10, 7:30pm </text>, $12."
49cc413df964a5205a591fe3,1389682992,"<text>Every Thursday night</text> the Academy of Sciences becomes 21+ and there is an open bar along with live music and a DJ! It's a fun, different and surprisingly enough educational <text>night</text> out!"
49cc413df964a5205a591fe3,1382046870,"Free coffee, tea, and cookies <text>after 2pm</text>"
49cc413df964a5205a591fe3,1380824144,Nightlife (Age 21+) <text>every Thursday night</text>! And $12 is an excellent deal.
49cc413df964a5205a591fe3,1379988776,<text>Thursday</text> nightlife- way cheaper
49cc413df964a5205a591fe3,1376341752,The early planetarium show on <text>Thursday night</text> is live talk- not as polished but more interesting
49cc413df964a5205a591fe3,1374805881,DJ in the cafe <text>today</text> is really good. It's nice to have a legit DJ once in awhile these days.
49cc413df964a5205a591fe3,1373445034,"Check out their late <text>night Thursday</text> events, <text>6-10pm.</text> There's a live band, bar, exhibits and mingling. Tix $10+"
49cc413df964a5205a591fe3,1370908147,"Take a trip back in time and see San Francisco? colorful history come to life. Visit Westfield San Francisco Centre to watch our free light spectacular under the dome <text>now through July 7, 2013</text> !"
49cc413df964a5205a591fe3,1365711736,<text>Every Thursday from 6pm - 10pm</text> the museum hosts an adults only theme party.
49cc413df964a5205a591fe3,1364030955,Must see! It's phenomenal! I attended the Intuit <text>Winter</text> Gala here <text>in 2011</text> and it was so much fun!!
4585a93ef964a520ac3f1fe3,1265382759,<text>First Wednesday of the month</text> is free.
4585a93ef964a520ac3f1fe3,1266193796,Don't Miss Open MAKE: A Program to Inspire Young Makers on <text>Feb 27</text> with MAKE Magazine founder Dale Dougherty. Starts <text>at 11am</text>.
4585a93ef964a520ac3f1fe3,1271885293,"There are going to be Science of Baseball exhibits, activities, and demonstrations <text>Friday, May 14th</text> with Exploratorium teachers, scientists, and a Giants player in attendance."
4585a93ef964a520ac3f1fe3,1377471461,on <text>Sunday</text> try to get here <text>before 2pm</text> because they close <text>at 5pm.</text>
4585a93ef964a520ac3f1fe3,1322348687,Set your personal best in the tactile dome!  Mine was <text>1 min 27 sec</text>. <text>7 sec</text> better than my brother and 10 better than my son!
4585a93ef964a520ac3f1fe3,1398633732,"<text>Every Thursday night</text>, the Exploratorium stays open late for adults. To avoid the crowds, DON'T go on <text>the 1st Thursday</text> . They still have bars and a whole lot less people."
4585a93ef964a520ac3f1fe3,1362256291,Closed til <text>April 2013</text> what a bummer...
4585a93ef964a520ac3f1fe3,1390208346,"If you're an over-grown kid take <text>5 hours</text> to have the time of your life. Hell, even if you're not take <text>3 hours</text> to do some really cool sh*t!"
4585a93ef964a520ac3f1fe3,1388632166,A <text>full day</text> of fun for all ages. Great cafe. Come with a group.
4585a93ef964a520ac3f1fe3,1386655663,"Adult <text>night</text> is <text>first Thursday of every month</text> . It's a great time to get smashed with interesting people, and DO SCIENCE."
4585a93ef964a520ac3f1fe3,1379658698,Go there on <text>thursday nights</text>... <text>from 6 to 10 pm</text> it's ages 18+ and just $15
4585a93ef964a520ac3f1fe3,1378070144,"<text>Weekends</text> are hell here. Too crowded, no shot at playing with the exhibits. Visit on a <text>weekday</text>."
4585a93ef964a520ac3f1fe3,1375928363,Open <text>until 10pm on Wednesdays in the summer!
4585a93ef964a520ac3f1fe3,1372531118,Be prepared to spend <text>3 hours</text>.
4585a93ef964a520ac3f1fe3,1370908351,"If your heart is in San Francisco, come enjoy Westfield San Francisco Centre? new free 3D light spectacular under the majestic dome at 865 Market Street until <text>July 7, 2013</text>!"
4585a93ef964a520ac3f1fe3,1369081865,Oops closed on <text>Mondays</text>
4585a93ef964a520ac3f1fe3,1357180578,"Now closed until it reopens at its new location at Pier 15 on <text>April 17, 2013</text>!"
4585a93ef964a520ac3f1fe3,1356300729,"Last day at Palace of Fine Arts before move to the Embarcadero is <text>Jan. 2, 2013</text>."
4585a93ef964a520ac3f1fe3,1352341680,"Neat place, even as an adult I enjoyed it, HOWEVER go on the free days (<text>1st Wednesday of every month</text>) because its definitely not worth the 25 dollar admission otherwise."
4585a93ef964a520ac3f1fe3,1341649701,go there early. it's closed <text>at 5pm</text>
44202b4ef964a52086311fe3,1299084106,Pay what you wish on <text>the first Tuesday of every month</text>
44202b4ef964a52086311fe3,1369965316,<text>Tuesday nights</text> are pay what you want <text>nights</text>!
44202b4ef964a52086311fe3,1304090252,"The Looney Tunes Behind the Scenes exhibit runs through <text>May 15</text>, so act quickly! If you miss it, check out Pulitzer Prize-winning artist Berkeley Breathed's career works--runs through <text>June 19</text>."
44202b4ef964a52086311fe3,1271636283,Find the Bill Watterson panel and say "awwww" with happy nostalgia.
44202b4ef964a52086311fe3,1376286313,Rotating exhibits and an amazing gift shop. They even have artists in from time to time. A great spot to visit while you're in town visiting or even as a local to unleash your inner geek.
44202b4ef964a52086311fe3,1370562330,Nice Superman exhibition to prepare yourself for Man of Steel <text>next week</text>.
44202b4ef964a52086311fe3,1369113900,Not a big place but it has a lot of material. The store has a lot too.
44202b4ef964a52086311fe3,1338417376,Best Professional Fanboy:Andrew Farago spent the <text>last 12 years</text> working his way up from front desk volunteer to the curator of the Cartoon Art Museum...
44202b4ef964a52086311fe3,1405550479,"Meet Gene Hamm and check out his graphic novel, Hell Toupee at the Cartoon Art Museum <text>tonight</text> . <text> Thur, 7/17, 5-8pm</text>, free."
44202b4ef964a52086311fe3,1388713331,"SAM AND MAX ?SWIFT AND MIRTHFUL JUSTICE: THE ART OF STEVE PURCELL <text>November 2, 2013 ?April 20, 2014</text>!!"
4ba638e0f964a520d93c39e3,1370545684,"Closed for renovations! We cannot wait until the end of <text>2013</text>, until it will open again, after a complete metamorphosis!"
4adcdab3f964a5203b5021e3,1360442179,"Working <text>Tuesday-Sunday 11-18</text>. There are some paints of Claude Monet, Renoir and Sezanne. Permanent collection is free to visit!"
4adcda10f964a5208b3521e3,1314547986,"Reduced entrance fee <text>after 16:30</text> except for <text>Thurdays</text> . Closed on <text>Mondays</text>. Amazing selection of van Gogh, Monet, Manet, Renoir. Amazing."
4adcda10f964a5208b3521e3,1401616326,Do yourself a favor and get a multi day pass to skip the <text>2 hours</text> line to enter.
4adcda10f964a5208b3521e3,1388506545,Line was reportedly <text>2 hours</text> long <text>at 10AM  on New Year s' Eve</text>. We skipped. Next time!
4adcda10f964a5208b3521e3,1369756863,"Try to arrive <text>before 9am.</text> The line is huge! It'll take lines to eat, to go in restroom, to buy souvenirs and to see the paints, of course!!!"
4adcda10f964a5208b3521e3,1367840763,Avoid <text>Tuesday</text> as Louvre closed on <text>Tuesday</text>. Amazing paintings from Renoir to Degas.
4adcda0af964a520623421e3,1268141670,View from the top floor is great and is open late. Free <text>the first Sunday of every month</text>!
4adcda0af964a520623421e3,1393874813,"Quite a few Henri Matisse pieces, a couple of Picasso works but I love Ten Lizes by Andy Warhol most (4th floor). Also amazing Henri Cartier-Bresson exhibit through <text>June 2014</text>!"
4adcda0af964a520623421e3,1367767836,"Free entry <text>every first Sunday of the month</text>, yay."
4adcda10f964a5209a3521e3,1341397665,All <text>summer</text> long the unmissable temporary exhibit: Monet and Abstraction. Open <text>every day</text> <text>from 11am to 6pm</text> except on <text>Monday Late night on Tuesday</text> <text>until 9pm</text> Entrance 9 and 5 EUR.
4adcda10f964a5209a3521e3,1361973243,"Some of the most important Monets and Morisots. The Laurencin exhibit, on until the end of <text>June 2013</text> is wonderful. Most works have come from Tokyo, which makes it a unique occasion."
4bc74aab14d795218c1467e9,1360304177,Spend <text>at least 3 hours</text>
4ed29485b634dd29941f8916,1353007588,"During <text>the week</text> there are field trips with lots of noisy kids. If you prefer quiet, come <text>after 2pm</text> . "
4ed29485b634dd29941f8916,1383278661,Make sure you all come and see the Dead Sea Scrolls. Startong <text>Nov. 22nd</text>. Thos will be a magnificent exhibit
4ad4f28ff964a5204cfd20e3,1260999413, on <text>New Year</text>'s Eve .
4ad4f28ff964a5204cfd20e3,1260999413,Visit Temple Square during the holiday season. Lights are turned on at dusk and turned off on Temple Square.
4ad4f28ff964a5204cfd20e3,1260999413,Visit Temple Square during the holiday season. Lights are turned on at dusk and turned off <text>at 10 p.m</text> . on Temple Square.
4ad4f28ff964a5204cfd20e3,1278223212,"Come see the Mormon Tabernacle Choir perform <text>every Sunday from 9:30 - 10:00 am.</text> Admission is free, and you get to be a part of the longest running network broadcast in the world."
4a1063d9f964a520b5761fe3,1270138387,"The museum opened on <text>July 19, 2002</text> and is the only public museum in the United States solely dedicated to espionage that has shaped history and continues to have a significant impact on world events."
4a1063d9f964a520b5761fe3,1342655375,"<text>Every summer</text> The Spy Museum hosts an Espionage Camp for kids ages 10-13. Kids get to build 'intelligence files', meet real spies and forensic scientists, head out on a surveillance missions & more."
4a1063d9f964a520b5761fe3,1345132425,Take a <text>10 minute</text> museum survey on the computer in the cafe for a free fountain drink. Pull up a chair and it's a nice rest with a free drink.
4a1063d9f964a520b5761fe3,1404427395,Awesome display of <text>50 years</text> of James Bond Villains! Kids loved Operation Spy. Was WAY too hot for Spy in the City.
4a1063d9f964a520b5761fe3,1381874293,$3 off general admission with your uberX receipt from <text>10/16/13 - 10/18/13</text>! #DCLOVESuberX
4a1063d9f964a520b5761fe3,1381170677,"If you want to get through the whole museum, allow yourself <text>at least 4 hours</text>. Everything is awesome in it."
4a1063d9f964a520b5761fe3,1364655707,Order tix online (not on mobile) and choose <text>10 am</text>
4a1063d9f964a520b5761fe3,1364655707,Get there at least <text>30-45 minutes</text> before your time.
4a1063d9f964a520b5761fe3,1332447821,Leave plenty of time to learn and explore! <text>2.5 hours</text> was NOT ENOUGH!!!
4a1063d9f964a520b5761fe3,1331346746,Spy at <text>night</text>!<text> Every second Friday</text>
4a1063d9f964a520b5761fe3,1313603603,"This place is huge and very interesting, totally worth the money. Reserve <text>at least 3.5 hours</text> to explore it - there's a lot to read and learn. Photos are not allowed."
4a1063d9f964a520b5761fe3,1286717283,"It isn't free, but worth the entrance price. Plan to spend <text>at least 4 hours</text> to a simple 'run-through.'"
4a1063d9f964a520b5761fe3,1280618004,Had a good time. A lot of kids running around like idiots but that's expected I guess. Only waited in line for <text>about 15 minutes</text>. You could tell the employees hated their jobs but I had no issue w them
4a1fec4af964a5203c7c1fe3,1300810909,#CherryBlossoms: The National Cherry Blossom Festival Family Day and Opening Ceremony is at the National Building Museum <text>March 26</text>  It's free!
4a1fec4af964a5203c7c1fe3,1300810909, <text>from 10 a.m. to 5:30 p.m</text> . It's free!
4a1fec4af964a5203c7c1fe3,1308146763,"Well off the National Mall, this is one of DC's best kept museum secrets. The history of DC exhibit is fantastic, but be sure to check out the Lego brick buildings upstairs until <text>September 2012</text>."
4a1fec4af964a5203c7c1fe3,1402595284,"Less than a <text>10 minute</text> walk from The Liaison, this museum allows you to channel your inner architect, highlighting design, engineering, construction, urban planning, and of course, architecture."
4a1fec4af964a5203c7c1fe3,1372623058,"Play the indoor architectural mini golf! Just remember, mini golf closes <text>at 3pm</text> on the <text>weekends</text> and <text>4pm</text> <text>weekdays</text>."
4a1fec4af964a5203c7c1fe3,1327508163,"The Building Zone play area is no longer free. It's $3 per person, including adults, for a <text>45 minute</text> session."
4a1fec4af964a5203c7c1fe3,1312984967,"Meet journalist Greg Lindsay on <text>Tuesday, September 27, 2011</text> <text>at 6:30 PM</text> as he talks about his book, Aerotropolis."
4a299b7df964a520b2951fe3,1285971324,"Art & Coffee in the Luce Center, <text>Wed-Sun</text> <text>1-3:30pm</text>, chat with the curators, enjoy free coffee and wi-fi"
4a299b7df964a520b2951fe3,1372285503,Showcases some of the coolest modern art designs in the world.Collection highlights tours are held <text>daily at 12:30pm</text> and <text>2:00pm</text> (except on <text>the second Tuesday of each month</text> and on federal holidays).
4a299b7df964a520b2951fe3,1402697630,Please pass by the information desk and ask about tours .. It provides great details without searching. Just remember the last tour is <text>at 3:30 pm</text>
4a299b7df964a520b2951fe3,1395615643,"Beautiful landscapes, folk art. Plus it closes <text>at 7pm</text>"
4a299b7df964a520b2951fe3,1332358094,"The Art of Video Games -- <text>March 16, 2012 - September 30, 2012</text>"
4a299b7df964a520b2951fe3,1300027342,Check out Alexis Rockman's A Fable for <text>Tomorrow</text> Exhibit on the third floor until <text>May 8th</text>!!! It is amazing!
4a0cfc37f964a52074751fe3,1270137342,"Originally called the National Air Museum when it was formed on <text>August 12, 1946</text>  by an act of Congress, some pieces in the National Air and Space Museum collection date back to <text>1876</text>."
4a0cfc37f964a52074751fe3,1311729937,Free parking <text>after 5pm</text>
4a0cfc37f964a52074751fe3,1312909320,Visit <text>in the winter</text> and <text>weekdays</text>. It gets packed <text>in the summer</text>.
4a0cfc37f964a52074751fe3,1379136846,Make sure and take the <text>10:30AM</text> tour for a wealth of knowledge... and peep the X15 for the fastest plane ever (4500 mph)!
4a0cfc37f964a52074751fe3,1361922047,Free entrance. Opened <text>from 10:00 to 17:30</text>
4ab14d7bf964a520f36820e3,1380508364,I really like this museum! Just make sure to plan on being there for <text>at least 2-3 hours</text> if you wanna see everything since there're 4 levels.
4ab14d7bf964a520f36820e3,1344287798,Bring a sweater as the AC is really strong here. Eat something before you enter as there is no food allowed inside. You can easily spend <text>3-4 hours</text> here.
4ab14d7bf964a520f36820e3,1288706678,Check hotels in the area for free tickets in advance - allow yourself <text>2-3 hours</text> to experience everything.  Very powerful and well done.
4ab14d7bf964a520f36820e3,1384716824,"It takes a few hours to get through this one so make sure you have enough time. Also, its pretty graphic so prepare yourself for that. #mco435"
4ab14d7bf964a520f36820e3,1366767053,Plan to stay for <text>at least two hrs</text>. Very crowded on the 4th floor due to school tours. Very sad....
4ab14d7bf964a520f36820e3,1337742384,Get here <text>more than 15 minutes</text> before opening...
4ab14d7bf964a520f36820e3,1337190726,Take <text>at least 3hrs</text> to go thru. Very moving and informative. Incredible to see first hand.
4ab14d7bf964a520f36820e3,1327694804,<text>January 27</text>: International Holocaust Remembrance Day
49e87228f964a5204c651fe3,1279747678,"Stories about Indian folklore and history are shared twice <text>each day</text>, <text>at 11 a.m</text> . and <text>1 p.m</text> . Powered by ParentsConnect.com"
49e87228f964a5204c651fe3,1341609216,"Don't plan on eating <text>at 5:00</text>, even though the museum is open <text>until 5:30</text> the cafe takes away all its food AND the employees begin yelling ""Close the gate! Gotta stop these people comin in!"""
49e87228f964a5204c651fe3,1310247201,"<text>At 3pm</text> they have a free special guided tour, ask at the info desk about it"
49e87228f964a5204c651fe3,1301766521,The food is excellent. Lots of choices and good quality. We ate <text>at 11:30</text> on a <text>Saturday</text> with no wait. When we were leaving the line was down the hall.
49e87228f964a5204c651fe3,1279218241,"A great museum with the most amazing exhibits, and cool food! I was there for the parade of the nations when the museum opened and have been a loyal fan ever since!"
49e87228f964a5204c651fe3,1275585122,"Great, but crowded during <text>lunch time</text>."
45c6c2bef964a5205e421fe3,1312300628,Don't miss <text>Friday</text> gallery talks <text>at 12:30 pm</text> at the home of the world's more comprehensive collection of <text>20th century</text> works. -- Green Guide Editor
45c6c2bef964a5205e421fe3,1310852393,They close <text>at 530</text>
4750accef964a520b24c1fe3,1323725843,Be prepared to wait in line after line for each exhibit in this beautiful and modern gallery.  Check out the view from the rooftop. Free admission <text>every Thursday from 7-9pm.</text>
4750accef964a520b24c1fe3,1248056197,go on <text>Thursday nights</text>  <text>after 7</text> for free admission
4750accef964a520b24c1fe3,1326915562,Don't forget to leave time to go up to the roof for some great views! Free <text>Thursdays from 7 ?9 p.m</text> . Discover other museum deals on MetroFocus.
4750accef964a520b24c1fe3,1248251917,Go see art.  It's open <text>Wed through Sun 12 to 6</text>.
4750accef964a520b24c1fe3,1362094589,Free after a <text>7:00 pm on Thursday</text>
4750accef964a520b24c1fe3,1334018267,Free <text>every Thursday from 7 PM - 9 PM.</text> Don't miss the panoramic views of downtown from the top floor!
4750accef964a520b24c1fe3,1333052027,"Definitely, go at <text>Thurs 7pm-9pm</text>, when it's free. It's a good Museum but it doesn't worth the same price of Metropolitan being 1% of Met's size."
4750accef964a520b24c1fe3,1325811842,"Gratis on <text>Thurs evening</text>, early bird gets the worm"
4750accef964a520b24c1fe3,1320354712,<text>Wednesday</text> free entrance <text>from 7pm to 9 pm</text>
4750accef964a520b24c1fe3,1314935997,The New Museum offers art lovers and the art curious a free opportunity to check out their museum and collections <text>every Thursday</text> from <text>7-9pm</text>!
